Here is the a* solution path:

((20, 18, 7, 22, 8), (13, 21, 14, 19, 3), (25, 5, 6, 24, 17), (2, 9, 1, 16, 4), (23, 15, 10, 12, 11))
((20, 18, 7, 22, 8), (13, 21, 14, 19, 3), (25, 5, 6, 24, 17), (2, 9, 1, 16, 4), (23, 15, 12, 10, 11))
((20, 18, 7, 22, 8), (13, 21, 14, 19, 3), (25, 5, 6, 24, 17), (2, 9, 1, 16, 4), (23, 15, 12, 11, 10))
((20, 18, 7, 22, 8), (13, 21, 14, 19, 3), (25, 5, 6, 24, 17), (2, 9, 1, 16, 4), (23, 12, 15, 11, 10))
((20, 18, 7, 22, 8), (13, 21, 14, 19, 3), (25, 5, 6, 24, 17), (2, 9, 1, 16, 4), (23, 12, 11, 15, 10))
((20, 18, 7, 22, 8), (13, 21, 14, 19, 3), (25, 5, 6, 24, 17), (2, 1, 9, 16, 4), (23, 12, 11, 15, 10))
((20, 18, 7, 22, 8), (13, 21, 14, 19, 3), (25, 5, 6, 24, 17), (2, 1, 16, 9, 4), (23, 12, 11, 15, 10))
((20, 18, 7, 22, 8), (13, 21, 14, 19, 3), (25, 5, 6, 24, 17), (1, 2, 16, 9, 4), (23, 12, 11, 15, 10))
((20, 18, 7, 22, 8), (13, 21, 14, 19, 3), (25, 5, 6, 24, 4), (1, 2, 16, 9, 17), (23, 12, 11, 15, 10))
((20, 18, 7, 22, 8), (13, 21, 14, 19, 3), (25, 5, 6, 9, 4), (1, 2, 16, 24, 17), (23, 12, 11, 15, 10))
((20, 18, 7, 22, 8), (13, 21, 14, 19, 3), (25, 5, 6, 9, 4), (1, 2, 16, 15, 17), (23, 12, 11, 24, 10))
((20, 18, 7, 22, 8), (13, 21, 14, 19, 3), (25, 5, 6, 9, 4), (1, 2, 16, 17, 15), (23, 12, 11, 24, 10))
((20, 18, 7, 22, 8), (13, 21, 14, 19, 3), (25, 6, 5, 9, 4), (1, 2, 16, 17, 15), (23, 12, 11, 24, 10))
((20, 18, 7, 22, 8), (13, 21, 14, 19, 3), (6, 25, 5, 9, 4), (1, 2, 16, 17, 15), (23, 12, 11, 24, 10))
((20, 18, 7, 22, 8), (13, 21, 14, 19, 3), (6, 2, 5, 9, 4), (1, 25, 16, 17, 15), (23, 12, 11, 24, 10))
((20, 18, 7, 22, 8), (13, 21, 14, 19, 3), (6, 2, 5, 9, 4), (1, 16, 25, 17, 15), (23, 12, 11, 24, 10))
((20, 18, 7, 22, 8), (13, 21, 14, 19, 3), (6, 2, 5, 9, 4), (1, 16, 17, 25, 15), (23, 12, 11, 24, 10))
((20, 18, 7, 22, 8), (13, 21, 14, 9, 3), (6, 2, 5, 19, 4), (1, 16, 17, 25, 15), (23, 12, 11, 24, 10))
((20, 18, 7, 22, 8), (13, 21, 5, 9, 3), (6, 2, 14, 19, 4), (1, 16, 17, 25, 15), (23, 12, 11, 24, 10))
((20, 18, 7, 22, 8), (13, 2, 5, 9, 3), (6, 21, 14, 19, 4), (1, 16, 17, 25, 15), (23, 12, 11, 24, 10))
((20, 18, 7, 22, 8), (6, 2, 5, 9, 3), (13, 21, 14, 19, 4), (1, 16, 17, 25, 15), (23, 12, 11, 24, 10))
((20, 18, 7, 22, 8), (6, 2, 5, 9, 3), (21, 13, 14, 19, 4), (1, 16, 17, 25, 15), (23, 12, 11, 24, 10))
((20, 18, 7, 22, 8), (6, 2, 5, 9, 3), (1, 13, 14, 19, 4), (21, 16, 17, 25, 15), (23, 12, 11, 24, 10))
((20, 18, 7, 22, 3), (6, 2, 5, 9, 8), (1, 13, 14, 19, 4), (21, 16, 17, 25, 15), (23, 12, 11, 24, 10))
((20, 18, 5, 22, 3), (6, 2, 7, 9, 8), (1, 13, 14, 19, 4), (21, 16, 17, 25, 15), (23, 12, 11, 24, 10))
((20, 18, 22, 5, 3), (6, 2, 7, 9, 8), (1, 13, 14, 19, 4), (21, 16, 17, 25, 15), (23, 12, 11, 24, 10))
((20, 18, 22, 3, 5), (6, 2, 7, 9, 8), (1, 13, 14, 19, 4), (21, 16, 17, 25, 15), (23, 12, 11, 24, 10))
((20, 22, 18, 3, 5), (6, 2, 7, 9, 8), (1, 13, 14, 19, 4), (21, 16, 17, 25, 15), (23, 12, 11, 24, 10))
((20, 2, 18, 3, 5), (6, 22, 7, 9, 8), (1, 13, 14, 19, 4), (21, 16, 17, 25, 15), (23, 12, 11, 24, 10))
((20, 2, 18, 3, 5), (6, 22, 7, 9, 8), (1, 13, 14, 19, 4), (21, 16, 17, 25, 15), (23, 11, 12, 24, 10))
((20, 2, 18, 3, 5), (6, 22, 7, 9, 8), (1, 13, 14, 19, 4), (21, 16, 17, 25, 15), (11, 23, 12, 24, 10))
((20, 2, 18, 3, 5), (6, 22, 7, 9, 8), (1, 13, 14, 19, 4), (21, 16, 17, 25, 15), (11, 12, 23, 24, 10))
((20, 2, 18, 3, 5), (6, 22, 7, 9, 8), (1, 13, 14, 19, 4), (11, 16, 17, 25, 15), (21, 12, 23, 24, 10))
((20, 2, 18, 3, 5), (6, 22, 7, 9, 8), (1, 13, 14, 19, 4), (11, 16, 17, 15, 25), (21, 12, 23, 24, 10))
((20, 2, 18, 3, 5), (6, 22, 7, 9, 8), (1, 13, 14, 19, 4), (11, 16, 17, 15, 10), (21, 12, 23, 24, 25))
((20, 2, 18, 3, 5), (6, 22, 7, 9, 8), (1, 13, 14, 15, 4), (11, 16, 17, 19, 10), (21, 12, 23, 24, 25))
((20, 2, 18, 3, 5), (6, 22, 7, 9, 8), (1, 13, 14, 4, 15), (11, 16, 17, 19, 10), (21, 12, 23, 24, 25))
((20, 2, 18, 3, 5), (6, 13, 7, 9, 8), (1, 22, 14, 4, 15), (11, 16, 17, 19, 10), (21, 12, 23, 24, 25))
((20, 2, 18, 3, 5), (6, 7, 13, 9, 8), (1, 22, 14, 4, 15), (11, 16, 17, 19, 10), (21, 12, 23, 24, 25))
((20, 2, 18, 3, 5), (6, 7, 13, 9, 8), (1, 22, 14, 4, 15), (11, 12, 17, 19, 10), (21, 16, 23, 24, 25))
((20, 2, 18, 3, 5), (6, 7, 13, 9, 8), (1, 12, 14, 4, 15), (11, 22, 17, 19, 10), (21, 16, 23, 24, 25))
((20, 2, 18, 3, 5), (6, 7, 13, 9, 8), (1, 12, 14, 4, 15), (11, 16, 17, 19, 10), (21, 22, 23, 24, 25))
((20, 2, 18, 3, 5), (6, 7, 13, 9, 8), (1, 12, 4, 14, 15), (11, 16, 17, 19, 10), (21, 22, 23, 24, 25))
((20, 2, 18, 3, 5), (6, 7, 4, 9, 8), (1, 12, 13, 14, 15), (11, 16, 17, 19, 10), (21, 22, 23, 24, 25))
((20, 2, 4, 3, 5), (6, 7, 18, 9, 8), (1, 12, 13, 14, 15), (11, 16, 17, 19, 10), (21, 22, 23, 24, 25))
((20, 2, 3, 4, 5), (6, 7, 18, 9, 8), (1, 12, 13, 14, 15), (11, 16, 17, 19, 10), (21, 22, 23, 24, 25))
((20, 2, 3, 4, 5), (1, 7, 18, 9, 8), (6, 12, 13, 14, 15), (11, 16, 17, 19, 10), (21, 22, 23, 24, 25))
((1, 2, 3, 4, 5), (20, 7, 18, 9, 8), (6, 12, 13, 14, 15), (11, 16, 17, 19, 10), (21, 22, 23, 24, 25))
((1, 2, 3, 4, 5), (6, 7, 18, 9, 8), (20, 12, 13, 14, 15), (11, 16, 17, 19, 10), (21, 22, 23, 24, 25))
((1, 2, 3, 4, 5), (6, 7, 18, 9, 8), (11, 12, 13, 14, 15), (20, 16, 17, 19, 10), (21, 22, 23, 24, 25))
((1, 2, 3, 4, 5), (6, 7, 18, 9, 8), (11, 12, 13, 14, 15), (16, 20, 17, 19, 10), (21, 22, 23, 24, 25))
((1, 2, 3, 4, 5), (6, 7, 18, 9, 8), (11, 12, 13, 14, 15), (16, 17, 20, 19, 10), (21, 22, 23, 24, 25))
((1, 2, 3, 4, 5), (6, 7, 13, 9, 8), (11, 12, 18, 14, 15), (16, 17, 20, 19, 10), (21, 22, 23, 24, 25))
((1, 2, 3, 4, 5), (6, 7, 13, 9, 8), (11, 12, 20, 14, 15), (16, 17, 18, 19, 10), (21, 22, 23, 24, 25))
((1, 2, 3, 4, 5), (6, 7, 20, 9, 8), (11, 12, 13, 14, 15), (16, 17, 18, 19, 10), (21, 22, 23, 24, 25))
((1, 2, 3, 4, 5), (6, 7, 9, 20, 8), (11, 12, 13, 14, 15), (16, 17, 18, 19, 10), (21, 22, 23, 24, 25))
