((1, 2, 8), (4, 5, 6), (3, 9, 7))
((1, 2, 8), (4, 5, 6), (3, 7, 9))
((1, 2, 8), (4, 5, 6), (7, 3, 9))
((1, 2, 8), (4, 5, 6), (7, 9, 3))
((1, 2, 8), (4, 5, 6), (9, 7, 3))
((1, 2, 8), (4, 5, 6), (9, 3, 7))
((1, 2, 8), (4, 5, 7), (9, 3, 6))
((1, 2, 8), (4, 5, 7), (9, 6, 3))
((1, 2, 8), (4, 5, 7), (6, 9, 3))
((1, 2, 8), (4, 5, 7), (6, 3, 9))
((1, 2, 8), (4, 5, 7), (3, 6, 9))
((1, 2, 8), (4, 5, 7), (3, 9, 6))
((1, 2, 8), (4, 7, 5), (3, 9, 6))
((1, 2, 8), (4, 7, 5), (3, 6, 9))
((1, 2, 8), (4, 7, 5), (6, 3, 9))
((1, 2, 8), (4, 7, 5), (6, 9, 3))
((1, 2, 8), (4, 7, 5), (9, 6, 3))
((1, 2, 8), (4, 7, 5), (9, 3, 6))
((1, 2, 8), (4, 7, 6), (9, 3, 5))
((1, 2, 8), (4, 7, 6), (9, 5, 3))
((1, 2, 8), (4, 7, 6), (5, 9, 3))
((1, 2, 8), (4, 7, 6), (5, 3, 9))
((1, 2, 8), (4, 7, 6), (3, 5, 9))
((1, 2, 8), (4, 7, 6), (3, 9, 5))
((1, 2, 8), (4, 6, 7), (3, 9, 5))
((1, 2, 8), (4, 6, 7), (3, 5, 9))
((1, 2, 8), (4, 6, 7), (5, 3, 9))
((1, 2, 8), (4, 6, 7), (5, 9, 3))
((1, 2, 8), (4, 6, 7), (9, 5, 3))
((1, 2, 8), (4, 6, 7), (9, 3, 5))
((1, 2, 8), (4, 6, 5), (9, 3, 7))
((1, 2, 8), (4, 6, 5), (9, 7, 3))
((1, 2, 8), (4, 6, 5), (7, 9, 3))
((1, 2, 8), (4, 6, 5), (7, 3, 9))
((1, 2, 8), (4, 6, 5), (3, 7, 9))
((1, 2, 8), (4, 6, 5), (3, 9, 7))
((1, 2, 8), (4, 9, 5), (3, 6, 7))
((1, 2, 8), (4, 9, 5), (3, 7, 6))
((1, 2, 8), (4, 9, 5), (7, 3, 6))
((1, 2, 8), (4, 9, 5), (7, 6, 3))
((1, 2, 8), (4, 9, 5), (6, 7, 3))
((1, 2, 8), (4, 9, 5), (6, 3, 7))
((1, 2, 8), (4, 9, 7), (6, 3, 5))
((1, 2, 8), (4, 9, 7), (6, 5, 3))
((1, 2, 8), (4, 9, 7), (5, 6, 3))
((1, 2, 8), (4, 9, 7), (5, 3, 6))
((1, 2, 8), (4, 9, 7), (3, 5, 6))
((1, 2, 8), (4, 9, 7), (3, 6, 5))
((1, 2, 8), (4, 7, 9), (3, 6, 5))
((1, 2, 8), (4, 7, 9), (3, 5, 6))
((1, 2, 8), (4, 7, 9), (5, 3, 6))
((1, 2, 8), (4, 7, 9), (5, 6, 3))
((1, 2, 8), (4, 7, 9), (6, 5, 3))
((1, 2, 8), (4, 7, 9), (6, 3, 5))
((1, 2, 8), (4, 3, 9), (6, 7, 5))
((1, 2, 8), (4, 3, 9), (6, 5, 7))
((1, 2, 8), (4, 3, 9), (5, 6, 7))
((1, 2, 8), (4, 3, 9), (5, 7, 6))
((1, 2, 8), (4, 3, 9), (7, 5, 6))
((1, 2, 8), (4, 3, 9), (7, 6, 5))
((1, 2, 8), (4, 3, 5), (7, 6, 9))
((1, 2, 8), (4, 3, 5), (7, 9, 6))
